Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2020,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.8,,,4.5,11.5,185000,09005,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,89.4,,,87.6,91.3,896854,09003,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.7,,,30.9,36.7,896854,09003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,31.4,,,27.4,36.4,863700,09009,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,22,,,19.5,24.7,150293,09013,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.7,,,4.0,5.4,863700,09009,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,80.3,,,77.6,82.5,150293,09013,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.3409779 41.8580807),38
2020,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.5,,,33.3,35.7,896854,09003,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Tolland,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.8,,,53.4,62.2,150293,09013,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Fairfield,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,11.2,,,9.5,13.2,959768,09001,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.3,16.4,116418,09015,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Tolland,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.8,,,4.8,6.9,150293,09013,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.9,,,5.0,7.0,959768,09001,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.1,,,53.6,62.4,164759,09007,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Litchfield,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.9,,,11.1,15.0,185000,09005,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,New London,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,41.6,,,35.2,47.9,268805,09011,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76,,,72.2,79.7,268805,09011,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.9,,,4.2,5.6,268805,09011,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-72.1086339 41.4726517),1045
2020,CT,Connecticut,New London,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.3,,,31.8,34.7,268805,09011,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,33.2,,,29.6,36.9,116418,09015,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,10.2,,,8.5,12.2,164759,09007,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.6,6.9,116418,09015,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Hartford,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.6,,,5.6,7.7,896854,09003,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.4,,,74.8,79.8,185000,09005,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Middlesex,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.4,,,11.4,15.3,164759,09007,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.6,,,2.2,2.9,150293,09013,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.6,,,27.8,33.8,896854,09003,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.3,7.3,268805,09011,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.1,,,6.4,10.2,896854,09003,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,22.2,28.0,185000,09005,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,80.1,,,77.4,82.5,164759,09007,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,45.7,,,39.5,51.2,959768,09001,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Middlesex,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,29,,,27.5,30.6,164759,09007,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,14.1,,,12.0,16.6,896854,09003,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.4,,,41.0,55.9,185000,09005,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.2,8.3,185000,09005,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.9,,,86.8,90.8,863700,09009,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Windham,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.7,,,3.1,4.3,116418,09015,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.9,,,22.6,31.4,185000,09005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,50.6,,,43.0,58.6,150293,09013,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New London,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.4,,,17.1,24.2,268805,09011,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.6,,,25.3,32.0,185000,09005,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New Haven,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.9,,,17.5,22.8,863700,09009,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,New London,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,8.3,,,5.3,12.3,268805,09011,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Fairfield,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,20.4,,,17.3,24.0,959768,09001,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.1,2.8,959768,09001,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,27.9,,,24.5,31.7,116418,09015,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Tolland,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.9,,,82.6,86.8,150293,09013,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.1,,,4.7,7.9,185000,09005,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,29.1,,,24.5,33.7,150293,09013,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,8.9,12.2,863700,09009,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Windham,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,78.7,,,76.2,81.2,116418,09015,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-71.9907017 41.8249987),39
2020,CT,Connecticut,Tolland,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,71.5,,,68.3,74.4,150293,09013,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New London,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,88.7,,,86.5,90.8,268805,09011,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.2,,,6.6,7.9,896854,09003,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.2,,,72.4,79.6,164759,09007,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.3,,,73.3,79.6,896854,09003,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Tolland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.8,,,6.2,7.5,150293,09013,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,New Haven,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.3,17.8,863700,09009,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,New Haven,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.1,,,8.7,11.7,863700,09009,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,15.3,20.0,959768,09001,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.4,,,14.8,20.2,185000,09005,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Middlesex,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.7,,,15.2,20.6,164759,09007,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,Fairfield,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,78.4,,,76.0,80.4,959768,09001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Middlesex,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,9.8,,,8.3,11.5,164759,09007,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Middlesex,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76.3,,,72.5,79.7,164759,09007,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-72.5227802 41.4330028),1043
2020,CT,Connecticut,New Haven,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.9,,,72.7,78.8,863700,09009,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10,,,8.8,11.3,185000,09005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.2,,,4.2,6.2,896854,09003,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,New Haven,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.2,,,75.0,79.3,863700,09009,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,New London,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,80.3,,,78.0,82.3,268805,09011,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,New Haven,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,24.1,,,21.0,27.6,863700,09009,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,5.8,,,4.8,6.9,185000,09005,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,New Haven,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,36.4,,,35.2,37.6,863700,09009,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-72.9002033 41.3497185),1044
2021,CT,Connecticut,Fairfield,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.9,,,11.3,14.6,959768,09001,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Litchfield,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.1,,,2.6,3.8,185000,09005,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,3.8,,,3.2,4.4,959768,09001,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.3670614 41.2274128),1040
2020,CT,Connecticut,Tolland,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,45.8,,,38.7,53.3,150293,09013,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Windham,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,116418,09015,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Middlesex,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.2,2.7,164759,09007,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Hartford,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,10.8,,,9.2,12.6,896854,09003,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Hartford,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,13.8,17.7,896854,09003,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,New London,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,26.7,,,23.9,29.8,268805,09011,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Tolland,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14.8,,,12.7,17.1,150293,09013,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,14,,,12.2,16.2,896854,09003,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Fairfield,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,55.2,,,51.2,59.1,959768,09001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,New London,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.8,,,75.9,81.7,268805,09011,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-72.1086339 41.4726517),1045
2021,CT,Connecticut,Windham,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8,,,6.3,10.0,116418,09015,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Windham,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.4,,,69.4,77.5,116418,09015,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Fairfield,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,19.9,,,17.3,23.0,959768,09001,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-73.3670614 41.2274128),1040
2021,CT,Connecticut,Hartford,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.7,11.3,896854,09003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-72.7329157 41.8060534),1041
2020,CT,Connecticut,Hartford,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.6,,,84.0,87.3,896854,09003,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,12.1,,,9.4,15.4,185000,09005,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,Windham,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27.7,,,23.7,31.9,116418,09015,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-71.9907017 41.8249987),39
2021,CT,Connecticut,Tolland,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,10.8,,,9.0,13.0,150293,09013,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-72.3409779 41.8580807),38
2021,CT,Connecticut,Hartford,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,11.8,,,10.0,13.7,896854,09003,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-72.7329157 41.8060534),1041
2021,CT,Connecticut,Litchfield,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,4.6,,,4.0,5.4,185000,09005,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-73.2354042 41.7918833),1042
2020,CT,Connecticut,Litchfield,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,85.1,,,82.7,87.2,185000,09005,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-73.2354042 41.7918833),1042
2021,CT,Connecticut,New Haven,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,60.5,,,56.7,64.6,863700,09009,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-72.9002033 41.3497185),1044
2020,CT,Connecticut,Middlesex,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,74.4,,,71.2,77.2,164759,09007,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-72.5227802 41.4330028),1043
2021,CT,Connecticut,Litchfield,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,81.5,,,78.4,84.1,185000,09005,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.2354042 41.7918833),1042
